edad-media,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Local-gov,  Masters,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, no, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Local-gov,  Bachelors,  Never-married,  Exec-managerial,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  Asian-Pac-Islander,  Male, si, no, excesivo, nacional, y
joven,  Private,  10th,  Never-married,  Other-service,  Own-child,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Wife,  White,  Female, si, si, tiempo-completo, extranjero, y
edad-media,  Private,  Bachelors,  Widowed,  Prof-specialty,  Not-in-family,  White,  Female, no, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Local-gov,  Masters,  Widowed,  Prof-specialty,  Unmarried,  White,  Female, no, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Bachelors,  Never-married,  Adm-clerical,  Own-child,  White,  Female, no, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Adm-clerical,  Own-child,  Black,  Female, si, si, excesivo, nacional, n
joven,  Private,  Bachelors,  Never-married,  Handlers-cleaners,  Other-relative,  White,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, y
joven,  Private,  11th,  Never-married,  Exec-managerial,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Adm-clerical,  Other-relative,  Asian-Pac-Islander,  Female, si, si, medio-tiempo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Local-gov,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Divorced,  Exec-managerial,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  ?,  Bachelors,  Never-married,  ?,  Not-in-family,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Separated,  Tech-support,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Married-spouse-absent,  Adm-clerical,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  State-gov,  Masters,  Divorced,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  HS-grad,  Divorced,  Transport-moving,  Unmarried,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  9th,  Never-married,  Other-service,  Own-child,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Other-service,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Some-college,  Divorced,  Craft-repair,  Own-child,  White,  Male, si, si, excesivo, nacional, y
edad-media,  State-gov,  Assoc-acdm,  Separated,  Other-service,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Husband,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Federal-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  Black,  Male, si, si, excesivo, nacional, y
edad-media,  Federal-gov,  11th,  Widowed,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  12th,  Never-married,  Adm-clerical,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, no, medio-tiempo, nacional, n
edad-media,  State-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  ?,  10th,  Never-married,  ?,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Local-gov,  Some-college,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Bachelors,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Federal-gov,  Some-college,  Divorced,  Prof-specialty,  Not-in-family,  Amer-Indian-Eskimo,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Self-emp-inc,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Divorced,  Sales,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
anciano,  Local-gov,  HS-grad,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Bachelors,  Widowed,  Exec-managerial,  Unmarried,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Masters,  Separated,  Other-service,  Own-child,  White,  Female, si, si, excesivo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
adulto,  Private,  Assoc-voc,  Widowed,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Local-gov,  11th,  Never-married,  Prof-specialty,  Own-child,  White,  Female, si, si, medio-tiempo, extranjero, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Exec-managerial,  Wife,  White,  Female, si, si, medio-tiempo, nacional, y
edad-media,  Private,  Assoc-acdm,  Never-married,  Craft-repair,  Own-child,  Other,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Masters,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Own-child,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Exec-managerial,  Wife,  White,  Female, si, no, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Exec-managerial,  Other-relative,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Prof-specialty,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
adulto,  ?,  HS-grad,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  State-gov,  HS-grad,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Doctorate,  Married-civ-spouse,  Prof-specialty,  Husband,  Asian-Pac-Islander,  Male, si, no, excesivo, extranjero, y
edad-media,  Private,  10th,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, tiempo-completo, extranjero, n
adulto,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Divorced,  Sales,  Not-in-family,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-spouse-absent,  Handlers-cleaners,  Not-in-family,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  ?,  9th,  Separated,  ?,  Own-child,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Craft-repair,  Own-child,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Unmarried,  Black,  Male, si, si, tiempo-completo, nacional, n
joven,  Federal-gov,  12th,  Never-married,  Other-service,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Assoc-voc,  Separated,  Exec-managerial,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Assoc-acdm,  Divorced,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  9th,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Exec-managerial,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  5th-6th,  Never-married,  Machine-op-inspct,  Unmarried,  White,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Local-gov,  Some-college,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  Prof-school,  Divorced,  Prof-specialty,  Not-in-family,  White,  Male, no, si, excesivo, nacional, y
adulto,  Private,  Bachelors,  Never-married,  Tech-support,  Other-relative,  White,  Female, si, no, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Wife,  White,  Female, no, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  11th,  Never-married,  Other-service,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, n
anciano,  Private,  9th,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
joven,  State-gov,  Assoc-voc,  Never-married,  Tech-support,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  5th-6th,  Never-married,  Transport-moving,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  State-gov,  Masters,  Never-married,  Prof-specialty,  Not-in-family,  Asian-Pac-Islander,  Male, si, si, tiempo-completo, extranjero, n
edad-media,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Some-college,  Divorced,  Transport-moving,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Some-college,  Divorced,  Prof-specialty,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Adm-clerical,  Own-child,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  Some-college,  Never-married,  Exec-managerial,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  5th-6th,  Never-married,  Handlers-cleaners,  Not-in-family,  White,  Male, si, si, excesivo, extranjero, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Husband,  Amer-Indian-Eskimo,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, no, excesivo, nacional, n
adulto,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, extranjero, n
adulto,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Federal-gov,  Some-college,  Married-civ-spouse,  Exec-managerial,  Wife,  Black,  Female, si, si, excesivo, nacional, y
adulto,  Private,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  Other,  Male, si, si, excesivo, extranjero, n
joven,  Private,  12th,  Never-married,  Sales,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Other-service,  Own-child,  White,  Male, si, si, tiempo-completo, extranjero, n
adulto,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, tiempo-completo, nacional, y
